query,rank,doc_text
Does virtual reality reduce pain in post-surgical rehabilitation?,3,"Virtual reality (VR) systems have been integrated into rehabilitation techniques for phantom limb pain (PLP). In this case report, we used electroencephalography (EEG) to analyze corticocortical coherence between the bilateral sensorimotor cortices during vibrotactile stimulation in conjunction with VR rehabilitation in two PLP patients. As a result, we observed PLP alleviation and increased alpha wave coherence during VR rehabilitation when stimulation was delivered to the cheek and shoulder (referred sensation areas) of the affected side. Vibrotactile stimulation with VR rehabilitation may enhance the awareness and movement of the phantom hand."
Does virtual reality reduce pain in post-surgical rehabilitation?,4,"Telerehabilitation provides an essential opportunity to deliver continuous rehabilitation services for stroke patients at home, especially amid a global pandemic. Virtual reality is a simulation technology that has shown promising outcomes in stroke rehabilitation. Combining telerehabilitation and virtual reality is an emerging and innovative approach that enriches the rehabilitation experience and potentially enhances functional recovery outcomes. This review synthesized current evidence of using virtual reality-based telerehabilitation for patients after stroke and compared it with conventional in-person rehabilitation. Randomized controlled trials were searched across six databases published after 2000. Two independent reviewers conducted study selection, data extraction and quality assessment. The Physiotherapy Evidence Databases scale was used to evaluate the methodological quality. Qualitative synthesis and meta-analysis were conducted to compare functional outcomes after Virtual reality-based telerehabilitation with conventional in-person rehabilitation. Nine studies including 260 participants were selected from 933 relevant records. Seven studies met the criteria for good quality based on the Physiotherapy Evidence Databases scale, two studies were fair quality. Compared with conventional in-person rehabilitation, the meta-analysis indicated that virtual reality-based telerehabilitation had comparable outcomes of upper extremity function and balance function. Both groups demonstrated similar effects on outcomes in mobility, cognition, activities of daily life, and quality of life. Virtual reality-based telerehabilitation is an effective alternative approach for patients with stroke, given the barriers and restrictions of traditional in-person rehabilitation."
Does virtual reality reduce pain in post-surgical rehabilitation?,5,"With the advent of an ageing era, the number of elderly patients undergoing knee joint replacement is increasing. Postoperative long-term standardized functional exercise is a focal point and difficulty in the recovery of joint function for patients after knee replacement. Virtual reality (VR) is increasingly considered a potentially effective option that can provide patients with a relaxed and enjoyable exercise method. The primary objective of the scoping review to systematically evaluates the impact of virtual reality (VR) technology the movement and functional recovery, psychological state, pain levels, and quality of life of patients after total knee arthroplasty (TKA). It summarises and synthesises VR's effects and feasibility in TKA rehabilitation training, offering a scientific basis and reference for the professional advancement of orthopaedic practice nurses and future research in this domain. We employed the Joanna Briggs Institute's scoping review guidelines as our methodological framework. The literature search spanned from January 2018 to December 31, 2023, encompassing databases such as PubMed, Web of Science, The Cochrane Library, Embase, CNKI, Wanfang, CQVIP, and the China Biomedical Literature Database. An initial search yielded 2708 articles, with 17 studies meeting the inclusion criteria after stringent screening. The findings indicate that VR equipment primarily comprises VR goggles, handheld controllers, and sensor technology. Interventions typically occurred 3 to 5 times weekly, lasting 20-30 min per session. The principal assessment metrics included pain levels, psychological state, joint function, and quality of life. VR technology proves feasible in the rehabilitation of TKA patients, effectively alleviating pain, enhancing psychological states, and improving joint function and quality of life. However, discrepancies exist regarding VR's effect on bolstering lower limb muscle strength. Future research should focus on evidence-based medical practices, optimising VR intervention strategies, developing customised plans tailored to individual patient differences, and potentially extending intervention durations to amplify VR technology's application effects in TKA patient rehabilitation."
Is exercise effective for chronic low back pain?,1,"Low Back Pain (LBP) is a major medical and socio-economical problem in the industrialized countries. Exercise therapy is the keystone of conservative treatment for chronic low back pain (CLBP). Numerous randomized trials and clinical practice guidelines have supported that exercise diminishes disability and pain severity while improving fitness and occupational status in patients with CLBP, as well as decrease its recurrence rate. However, there is no significant evidence that one particular type of exercise is clearly more effective than others. Here we present a descriptive review of different types of exercise for therapeutic or prevention purposes in patients with CLBP. Studies suggest that individually tailored, supervised exercise programs are associated with the best outcomes. High quality clinical trials are needed to determine the effectiveness of specific interventions (type, time, intensity and other characteristics) aimed at individuals and/or specific target groups."
Is exercise effective for chronic low back pain?,2,"Exercise has been proven to be effective in the management of chronic low back pain. Over the years, core stability exercise (CSE) has gained popularity however there is lack of consensus on the best exercise treatment. To review the effectiveness of core stability exercises or conventional exercises in the management of chronic low back pain (CLBP). This study is a systematic review of randomized clinical trials which examined studies regarding core stability and conventional exercise by using Google scholar, Medline, PEDro and Cochrane from 2010 to 2021. The Methodological quality was evaluated using the PEDro scale. The included studies randomized participants into two different exercise groups. From the 58 potentially relevant trials, a total of 14 trials were included in the current analysis. The data indicated that core stability exercise was better than conventional exercise for short term pain relief. Ten studies included self reported back specific functional status, and compared to conventional exercise, core stability exercise resulted in significant improvement in function. Compared to conventional exercise, core stability exercise is more effective in pain reduction and improved physical function in individuals with CLBP in the short term however, only two trials carried out follow-up assessments post intervention."
Is exercise effective for chronic low back pain?,3,"exercise programs can reduce pain and improve functionality in patients with degenerative spondylolisthesis and chronic low back pain. However, there is still no consensus surrounding the superiority of any specific routine for exercise-induced trophic changes of lumbar muscles. The aim was to compare the changes in the primary lumbar stabilizing muscle thickness after spine stabilization exercises and flexion exercises in patients with spondylolisthesis and chronic low back pain. prospective, longitudinal and comparative study was carried out. Twenty-one treatment-naive patients with a diagnosis of both chronic low back pain and degenerative spondylolisthesis over the age of 50 were included. A physical therapist taught participants either spine stabilization exercises or flexion exercises to execute daily at home. The thickness of the primary lumbar muscles was measured through ultrasound (at rest and contraction) at baseline and three months. A Mann-Whitney U test and Wilcoxon signed-rank test were performed for comparisons, and Spearman's rank correlation coefficients were calculated for associations. we did not find statistically between the exercise programs: all patients presented significant changes in the thickness of the multifidus muscle but in none of the other evaluated muscles. there is no difference between spine stabilization exercises and flexion exercises after three months in terms of the changes in muscle thickness evaluated by ultrasound."
Is exercise effective for chronic low back pain?,4,"Low back pain (LBP) is a common musculoskeletal problem and the leading cause of disability worldwide. Manual therapy and exercise therapy are used by physiotherapists to treat LBP. The evidence base for exercise is strong, however less so for manual therapy. We investigated whether manual therapy in addition to exercise provides improvements in pain and disability outcomes over exercise alone for LBP. A PRISMA guided systematic review protocol was developed. PubMed, Ovid and Web of Science were searched for randomised controlled trials (RCTs) which compared manual therapy plus exercise with exercise alone for LBP patients. Participants consisted of adults and older adults suffering from chronic back pain for over three months, recruited by researchers following examination by a health professional. Exercise prescriptions consisted of strengthening, stretching and stabilisation exercises. Manual therapies included spinal manipulation, massage, soft tissue mobilisation, myofascial release and muscle energy technique. The main outcome measures were pain (VAS, The McGill Pain Questionnaire) and disability (ODI, Quebec Back Pain Disability Scale). Secondary outcome measures included quality of life, flexibility, strength, spinal mobility, satisfaction. Ten studies met the inclusion criteria: eight reported pain and/or disability improvements with the addition of manual therapy, two reported no benefit. This systematic review found that manual therapy as an adjunct to exercise provides increased improvements in short-term pain, function and disability outcomes than exercise alone in the management of LBP. The addition of manual therapy is recommended for at least short-term pain and disability relief in LBP patients."
Is exercise effective for chronic low back pain?,5,"To compare the effects of Pilates exercise (PE) with other forms of exercise on pain and disability in individuals with chronic non-specific low back pain (CNSLBP) and to inform clinical practice and future research. Systematic review with meta-analysis conducted and reported in line the Preferred Reporting Items for Systematic review and Meta-analysis. Six electronic databases were searched from inception to April 2021. Randomised controlled trials (RCTs) comparing the effect of PE with other forms of exercise for adults with CNSLBP on pain and disability. Two reviewers assessed the risk of bias of the trials, guided by the Cochrane RoB2 tool. Available data were extracted for meta-analysis with subgroup analysis. Pilates exercise was compared to general exercise (GE), direction-specific exercise (DSE) and spinal stabilisation exercise (SSE). Certainty of evidence was interpreted following the Grading of Recommendations Assessment, Development and Evaluation approach. Eleven RCTs were included. A low certainty of evidence supported PE was more effective than GE in pain reduction [Effect size (ES) 0.44]. Moreover, very low levels of certainty were revealed for effectiveness of PE compared with DSE for pain reduction (ES 0.65) and equivalence of PE and SSE for pain and disability. This review found no strong evidence for using one type of exercise intervention over another when managing patients with CNSLBP. Existing evidence does not allow this review to draw definitive recommendations. In the absence of a superior exercise form clinicians should work collaboratively with the patient, using the individual's goals and preferences to guide exercise selection. Further appropriately designed research is warranted to explore this topic further."
Does prehabilitation improve outcomes after joint replacement surgery?,1,"Osteoarthritis (OA) is the most common joint disease in the world. At the end stage of the disease, usually when patients cannot handle the pain anymore, the knee replacement surgery is the most common and effective treatment to reduce pain and improve functionality. The effect of preoperative exercise (prehabilitation) for patients undergoing total knee arthroplasty (TKA) is still controversial. To investigate the effect of prehabilitation on postoperative outcome and compare the results of the intervention with the control group. This prospective study included 20 patients with a diagnosis of gonarthrosis, aged 48-70, who were randomly allocated to either the intervention group or control. Ten patients (intervention group) underwent a 6-week home-based exercise program before the TKA surgery. All patients were assessed by Knee Score (KS), Function Score (FS), and Body Mass Index (BMI) according to the following schedule: 6 weeks before surgery (for intervention group it meant before the prehabilitation program), just prior to surgery (for intervention group it meant after the prehabilitation program), after the surgery, at 3 There is statistically significant difference for Knee and Function Score between the intervention and control group in testing time: just before surgery-meaning that KS and FS increased after the prehabilitation program. Knee Score was significantly different between the two observed groups postoperatively, 3 months postoperatively and 6 months postoperatively, while the Function Score was not significantly different in that period. Prehabilitation program provides better preoperative KS and FS, and better KS up to 6 months postoperatively. However, 12 months postoperatively there was no significant difference between the intervention and control group for the Knee and Function Score. Prehabilitation brings significant difference regarding the Knee Score in favor of the intervention group preoperatively and up to 6 months postoperatively."
Does prehabilitation improve outcomes after joint replacement surgery?,2,"Patients undergoing cardiac surgery often face multiple challenges, including comorbidities, frailty, and psychosocial factors, which complicate recovery. Multimodal prehabilitation programs have emerged as a promising strategy to address these issues, aiming to reduce the length of hospital stay, mitigate pulmonary complications, and enhance functional recovery. This Review Article examines the components and benefits of a comprehensive cardiac prehabilitation program, with a focus on exercise-based prehabilitation. Additionally, it underscores the importance of integrating prehabilitation into Brazilian clinical guidelines as a valuable preoperative opportunity. Emerging evidence, albeit of low to moderate quality, suggests that exercise-based prehabilitation, as a unimodal approach or integrating a multimodal program, can significantly improve functional capacity and postoperative outcomes in patients undergoing elective cardiac surgery. International guidelines have already supported cardiac prehabilitation as a valuable approach in this context. Globally, ongoing multicenter intervention trials seek to refine this evidence, pinpointing the ideal patient population and the most effective cardiac prehabilitation program. Given the growing burden of cardiovascular disease in Brazil, there is an unmet need for local research to assess the benefits of prehabilitation in patients undergoing cardiac surgery."
Does prehabilitation improve outcomes after joint replacement surgery?,3,"Data from the American Joint Replacement Registry demonstrate that 1-year minimal clinically important difference (MCID) achievement rates after total knee arthroplasty (TKA) are substantially lower when using general patient reported outcome measures, such as Patient-Reported Outcomes Measurement Information System Physical Function (PROMIS-PF), than joint specific measures. The purpose of this study was to evaluate patient characteristics and outcomes associated with MCID achievement after TKA using the PROMIS-PF measure. A retrospective review of 263 patients undergoing TKA with preoperative and 1-year postoperative PROMIS-PF scores from March 12, 2020 to February 8, 2022 was performed. Three multivariate models were built to evaluate predictors of MCID achievement. Preoperative predictors evaluated included demographics, comorbidities, history of spine and knee surgery, and baseline PROMIS-PF. Postoperative clinical outcomes evaluated included lengths of stay, discharge statuses, complications, and utilizations of other orthopaedic services. There were 109 patients (41%) who achieved an MCID at 1-year postoperatively. Non-white patients had 2.17 times lower odds of achieving MCID. No clinical outcomes assessed were independently predictive of MCID achievement. During the 1-year postoperative period, 63% of patients sought care for another orthopaedic condition. Patients requiring postoperative injections on another joint had a 2.27 times lower odds of achieving MCID. Those seen for spine conditions postoperatively had a 2.44 lower odds of achieving MCID. Race, postoperative injections, and treatment for spine conditions after TKA were independent predictors of failure to achieve MCID. These results may guide preoperative patient consultation and risk-adjustment in future studies using PROMIS-PF as an endpoint for evaluation of TKA outcomes."
Does prehabilitation improve outcomes after joint replacement surgery?,4,"To investigate the effects of a preoperative pulmonary rehabilitation programme in patients with lung cancer undergoing video-assisted thoracic surgery. Randomized, single-blind controlled trial. Teaching hospital. Patients with suspected or confirmed lung cancer undergoing video-assisted thoracic surgery. Participants were randomized to either a prehabilitation group or a control group. Participants in the prehabilitation group underwent a combination of moderate endurance and resistance training plus breathing exercises three to five times per week. The primary outcome of the study was exercise capacity. Secondary outcomes were muscle strength (Senior Fitness Test), health-related quality of life (Short-Form 36) and the postoperative outcomes. Patients were evaluated at baseline (before randomization), presurgery (only the prehabilitation group), after surgery and three months post-operatively. A total of 40 patients were randomized and 22 finished the study (10 in the prehabilitation group and 12 in the control group). Three patients were lost to follow-up at three months. After the training, there was a statistically significant improvement in exercise tolerance (+397 seconds, p = 0.0001), the physical summary component of the SF-36 (+4.4 points, p = 0.008) and muscle strength ( p < 0.01). There were no significant differences between groups after surgery. However, three months postoperatively, significant differences were found in the mean change of exercise capacity ( p = 0.005), physical summary component ( p = 0.001) and upper and lower body strength ( p = 0.045 and p = 0.002). A pulmonary rehabilitation programme before video-assisted thoracic surgery seems to improve patients' preoperative condition and may prevent functional decline after surgery. Clinical Registration Number: NCT01963923 (Registration date 10/10/2013)."
Does prehabilitation improve outcomes after joint replacement surgery?,5,"We performed a retrospective study of patients undergoing total knee and hip arthroplasty on an enhanced recovery programme, to identify pre- and postoperative factors contributing to an increased length of hospital stay. Of 109 patients, only 61 (56%) were ready for discharge on the fifth postoperative day. The three most common reasons for delays were oozing wounds, postoperative medical problems and failure to reach physiotherapy goals."
Is multimodal rehabilitation more effective than standard care after lumbar fusion?,1,"Retrospective cohort study. The objective of this study was to explore the impact of different hospital-based ambulation protocols on mobility and surgical outcomes after lumbar fusion surgery. Previous research has highlighted the value of early ambulation after surgery; still some hospitals choose to adopt a more conservative ambulation approach due to concern for patient safety. Adult patients ≥18 years of age who underwent primary posterior lumbar decompression and fusion (PLDF) surgery at a hospital with restricted ambulation and a hospital with a liberal ambulation protocol within the same health system from 2021 to 2022 were identified and matched based on patient demographic characteristics. Surgical outcomes included inpatient complications, length of stay, readmissions, reoperations, and discharge disposition. Mobility outcomes included Activity Measure for Post-Acute Care (AM-PAC) daily activity score, post-therapy session pain rating, and gait trial distance from the first inpatient physical therapy session. Patients within the liberal ambulation protocol cohort had shorter hospital stays ( P <0.001) and were less likely to require reoperation within 1 year of surgery ( P =0.013). Patients within the restricted ambulation protocol were more likely to experience a complication ( P =0.005) and were less likely to be discharged home after surgery ( P =0.020). Patients at the liberal ambulation hospital had higher AM-PAC basic mobility scores ( P <0.001) and achieved further gait distances ( P <0.001). On multivariable regression analysis, a further gait distance at the first inpatient PT session was a significant predictor of decreased odds of inpatient complications ( P =0.010), decreased length of stay ( P =0.005), and increased odds of discharge to home ( P <0.001). Liberal ambulation protocols are safe and effective postoperative management strategies after PLDF to decrease inpatient complications, length of stay and discharge to a rehabilitation facility. These findings highlight the role that such protocols can play in helping patients to achieve early mobilization and favorable short-term outcomes."
Is multimodal rehabilitation more effective than standard care after lumbar fusion?,2,"Retrospective Cohort Study. To explore the differences in Medicare reimbursement for lumbar fusion performed at an orthopaedic specialty hospital (OSH) and a tertiary referral center and to elucidate drivers of Medicare reimbursement differences. To provide more cost-efficient care, appropriately selected patients are increasingly being transitioned to OSHs for lumbar fusion procedures. There are no studies directly comparing reimbursement of lumbar fusion between tertiary referral centers (TRC) and OSHs. Reimbursement data for a tertiary referral center and an orthopaedic specialty hospital were compiled through the Centers for Medicare and Medicaid Services. Any patient with lumbar fusions between January 2014 and December 2018 were identified. OSH patients were matched to TRC patients by demographic and surgical variables. Outcomes analyzed were reimbursement data, procedure data, 90-day complications and readmissions, operating room times, and length of stay (LOS). A total of 114 patients were included in the final cohort. The tertiary referral center had higher post-trigger ($13,554 vs. $8,541, P <0.001) and total episode ($49,973 vs. $43,512, P <0.010) reimbursements. Lumbar fusion performed at an OSH was predictive of shorter OR time (β=0.77, P <0.001), shorter procedure time (β=0.71, P <0.001), and shorter LOS (β=0.53, P <0.001). There were no significant differences in complications (9.21% vs. 15.8%, P =0.353) or readmission rates (3.95% vs. 7.89%, P =0.374) between the 2 hospitals; however, our study is underpowered for complications and readmissions. Lumbar fusion performed at an OSH, compared with a tertiary referral center, is associated with significant Medicare cost savings, shorter perioperative times, decreased LOS, and decreased utilization of post-acute resources. 3."
Is multimodal rehabilitation more effective than standard care after lumbar fusion?,3,"Around 20% of patients undergoing spinal fusion surgery have persistent back or leg pain despite surgery. Pain catastrophizing is the strongest psychological predictor for chronic postsurgical pain. Psychological variables are modifiable and could be target for intervention. However, randomized controlled trials evaluating the effectiveness of psychological interventions to reduce chronic pain and disability after spinal fusion in a population of patients with high preoperative pain catastrophizing scores are missing. The aim of our study is to examine whether an intervention targeting pain catastrophizing mitigates the risk of chronic postsurgical pain and disability. Our primary hypothesis is that targeted perioperative cognitive behavioral therapy decreases the risk of chronic postsurgical pain and disability after spinal fusion surgery in high catastrophizing patients. We will perform a two-center prospective, single-blind, randomized, controlled study comparing lumbar spinal fusion surgery outcome between 2 cohorts. Adult patients selected for lumbar spinal fusion with decompression surgery and a minimum score of 24 on the pain catastrophizing scale will be randomized with 1:1 allocation for either perioperative cognitive behavioral therapy (intervention group) or a perioperative education plus progressive exercise program (control group). Patients randomized to the intervention group will receive six individual sessions of cognitive behavioral therapy, two sessions before the operation and four after. Primary outcome is the Core Outcome Measures Index at 12 months. Secondary outcomes include pain, disability, depression and quality of life. This is the first trial that evaluates the effectiveness of cognitive behavioral therapy as a perioperative tool to improve pain and disability after spinal fusion surgery in comparison with an educational/exercise control intervention, in patients with high levels of pain catastrophizing. If perioperative cognitive behavioral therapy proves to be effective, this might have important clinical implications, reducing the incidence of chronic postsurgical pain and improving outcome after spinal fusion surgery. Clinicaltrials ( NCT03969602 ). Registered 31 May 2019."
Is multimodal rehabilitation more effective than standard care after lumbar fusion?,4,"Posterior lumbar interbody fusion (PLIF) is usually bilateral procedure, and it is combined with posterior by bilateral pedicle screw support or with fixation. The purpose of this retrospective study was to compare the surgical outcomes of simple discectomy and PLIF without pedicle screw support in patients with lumbar disc herniation (LDH). 60 patients with single segment LDH were operated between February 2010 and June 2013. 40 patients were treated with simple discectomy (Group 1) and 20 patients were treated with PLIF using double expandable polyetheretherketone (PEEK) cages without instrumentation (Group 2) unilaterally. Pain and function were evaluated by the visual analog scale (VAS) and Oswestry disability index (ODI) before and 18 months after surgery. Besides, PLIF patients were evaluated with computerized tomography (CT) scan of lumbar vertebra for the evaluation of the height of the disc, instability and fusion. Both leg and low back pain VAS scores were significantly improved 18 months after surgery in both of the groups (p<0.001). Significant decrease in VAS low back pain scores was seen in group 2 when compared to group 1 (p<0.001). Height of the intervertebral disc space was preserved and no instability was detected in group 2. No recurrence and 80% fusion rate was achieved in group 2. This study showed that unilateral PLIF intervention with double expandable PEEK cages without pedicle screw support would be sufficient in the management of single segment lumbar disc herniation in patients whom are thought to have lumbar stabilization."
Is multimodal rehabilitation more effective than standard care after lumbar fusion?,5,"A prospective observational study with a historical reference group. The main objectives of this study were to determine the impact of preventative multimodal analgesia (PMA) on postoperative opioid requirements and analgesic effectiveness in patients undergoing lumbar fusion surgery. PMA addresses the multiple pathways of acute and chronic pain by interfering with peripheral and central sensitization and should provide a way to achieve safer and more effective pain management with reduced opioid medication use. This study compared postoperative opioid requirement and analgesic effect in a total of 101 patients undergoing elective, 1-level or 2-level transforaminal lumbar interbody fusion surgeries for symptomatic lumbar degenerative disk disease. The PMA patient group included 51 consecutive patients who received 1000 mg of acetaminophen, 300-900 mg of gabapentin, and 200-400 mg of celecoxib 1 hour before their index procedure. The reference group included 50 patients who received 15 mg of morphine-equivalent dose (MED) preoperatively.Multiple linear regression was used to evaluate the effect of PMA on postoperative pain and MED over 4 postoperative days, while controlling for all variables likely to influence these outcomes, including age, sex, baseline opioid use, duration of surgery, postoperative intrathecal morphine use and the administration of muscle relaxants and anticonvulsants. The differences in opioid requirement and postoperative pain scores were statistically significant on all 4 postoperative days. The effect size varied from -0.54 to -0.99 (34.8%-54.2% MED reduction) for the postoperative opioid requirement and from -0.59 to -1.16 (28.9%-37.3% visual analog scale reduction) for postoperative pain indicating that these measures were reduced by about ½ to 1 SD in the PMA patient group. PMA is a highly effective and safe method for postoperative pain management in patients undergoing elective lumbar fusion surgeries by improving pain control and reducing opioid requirement. Level III."
Is telerehabilitation effective for stroke survivors?,1,"Stroke is one of the most common causes of disability worldwide. In recent years, diverse telehealth programmes for stroke survivors have suggested that this mode of rehabilitation could improve stroke survivors' abilities to perform activities of daily living (ADLs) and maintain balance. Although increasingly utilised in clinical and community settings, the effectiveness of telehealth interventions in stroke survivors remains inconclusive. This warrants investigation so that telehealth interventions are evidence-based and are not merely modalities of convenience. To identify the effects of telehealth interventions on the ability to perform ADLs and maintain balance in stroke survivors. A systematic literature review and meta-analysis were conducted in accordance with PRISMA guidelines. A systematic literature search was performed using seven databases for literature dated up to April 25, 2021. The revised Cochrane risk of bias tool for randomised trials was used to assess the methodological quality of the included studies. A meta-analysis was performed using a random-effects model to calculate the pooled effects of telehealth interventions. Stata 16.0 was used for the statistical analyses. A total of 14 studies with 1,367 participants were included in the analysis. Overall, telehealth interventions were effective in improving stroke survivors' abilities to carry out their ADLs (standardised mean difference: .45; 95% confidence interval: .12 to .78); however, no significant effects were found on balance. Telehealth interventions are beneficial for improving stroke survivors' performance of their ADLs. Future telehealth intervention trials should focus on identifying essential intervention delivery components that facilitate intervention adoption by clinicians and stroke survivors and sustain the positive effects on stroke survivors' performance of their ADLs in different settings. It is essential to build flexibility in the telehealth-based intervention delivery protocol to meet individual stroke survivors' needs to motivate and enhance their ADL performance."
Is telerehabilitation effective for stroke survivors?,2,"Telerehabilitation provides an essential opportunity to deliver continuous rehabilitation services for stroke patients at home, especially amid a global pandemic. Virtual reality is a simulation technology that has shown promising outcomes in stroke rehabilitation. Combining telerehabilitation and virtual reality is an emerging and innovative approach that enriches the rehabilitation experience and potentially enhances functional recovery outcomes. This review synthesized current evidence of using virtual reality-based telerehabilitation for patients after stroke and compared it with conventional in-person rehabilitation. Randomized controlled trials were searched across six databases published after 2000. Two independent reviewers conducted study selection, data extraction and quality assessment. The Physiotherapy Evidence Databases scale was used to evaluate the methodological quality. Qualitative synthesis and meta-analysis were conducted to compare functional outcomes after Virtual reality-based telerehabilitation with conventional in-person rehabilitation. Nine studies including 260 participants were selected from 933 relevant records. Seven studies met the criteria for good quality based on the Physiotherapy Evidence Databases scale, two studies were fair quality. Compared with conventional in-person rehabilitation, the meta-analysis indicated that virtual reality-based telerehabilitation had comparable outcomes of upper extremity function and balance function. Both groups demonstrated similar effects on outcomes in mobility, cognition, activities of daily life, and quality of life. Virtual reality-based telerehabilitation is an effective alternative approach for patients with stroke, given the barriers and restrictions of traditional in-person rehabilitation."
Is telerehabilitation effective for stroke survivors?,3,"The technological intervention is considered as an adjunct to the conventional therapies applied in the rehabilitation session. In most high-income countries, technology has been widely used in assisting stroke survivors to undergo their treatments. However, technology use is still lacking in Southeast Asia, especially in middle- and low-income countries. This scoping review identifies and summarizes the technologies and related gaps available in Southeast Asia pertaining to stroke rehabilitation. The JBI manual for evidence synthesis was used to conduct a scoping study. Until September 2021, an electronic search was performed using four databases (Medline, CINAHL, Scopus, ASEAN Citation Index). Only the studies that were carried out in Southeast Asia were chosen. Forty-one articles were chosen in the final review from 6,873 articles found during the initial search. Most of the studies reported the implementation of technological intervention combined with conventional therapies in stroke rehabilitation. Advanced and simple technologies were found such as robotics, virtual reality, telerehabilitation, motion capture, assistive devices, and mobility training from Singapore, Thailand, Malaysia, and Indonesia. The majority of the studies show that technological interventions can enhance the recovery period of stroke survivors. The consultation session suggested that the technological interventions should facilitate the needs of the survivors, caregivers, and practitioners during the rehabilitation. The integration of technology into conventional therapies has shown a positive outcome and show significant improvement during stroke recovery. Future studies are recommended to investigate the potential of home-based technological intervention and lower extremities."
Is telerehabilitation effective for stroke survivors?,4,"Stroke remains a major cause of disability. Intensive rehabilitation therapy can improve outcomes, but most patients receive limited doses. Telehealth methods can overcome obstacles to delivering intensive therapy and thereby address this unmet need. A specific example is reviewed in detail, focused on a telerehabilitation system that targets upper extremity motor deficits after stroke. Strengths of this system include provision of daily therapy associated with very high patient compliance, safety and feasibility in the inpatient or home setting, comparable efficacy to dose-matched therapy provided in-clinic, and a holistic approach that includes assessment, education, prevention, and activity-based therapy."
Is telerehabilitation effective for stroke survivors?,5,"Rehabilitation is an essential aspect in the care of stroke patients, both in the acute and long-term setting to improve patient outcomes and enhance their independence. In this review, we aim to summarise the pertinent points of the updated guidelines surrounding stroke rehabilitation to aid the general clinician. Importantly, we highlight recommendations such as the increase of rehabilitation intensity to 3 hours per day to improve patient outcomes, as well as the support of telerehabilitation to enable patients to remain in the community and assist in addressing unequal resource distribution across geographical locations. We emphasise that stroke rehabilitation should be personalised and focused on the patient's individual needs and goals. Future research should further explore the potential integration of psychosocial rehabilitation and remote technologies."
How is complex regional pain syndrome managed?,1,"To describe the clinical manifestation and the treatment of complex regional pain syndrome type II in childhood. Using information on the symptoms, diagnosis, rehabilitation and outcome of a young patient with complex regional pain syndrome type II. A 9-year -old girl had severe pain in the region of the left foot, signs of a common fibular nerve entrapment, hyperalgesia not limited to the distribution of the injured nerve, weakness and temperature asymmetry unknown origin. She consulted few doctor's before she was given the right diagnosis of complex regional pain syndrome type II. Following the diagnosis the treatment started, it included intensive physiotherapy, electrical therapy and also supportive psychological therapy. Half a year later, the patient was free of the daily pain and returned to all physical activity without any restrictions. The case report illustrates that peripheral nerve compression or injuries specifically, complex regional pain syndrome type II, should be taken into consideration when evaluating children with weakness and pain of the lower or upper limb. Implication of rehabilitation Raising the awareness of complex regional pain syndrome in the childhood is essential for an early diagnosis and appropriate treatment. The treatment options include early and adequate pain management inclusive electrical therapy and physiotherapy. Psychological therapy helps to avoid psychological stress reaction and the disease negative impact on the child's education and sports and the family social life."
How is complex regional pain syndrome managed?,2,"Complex regional pain syndrome is a severe complication following trauma that is associated with vasomotor, sudomotor and sensory disturbances in an affected limb or region of the body. The exact physiopathology is not fully understood yet. Recently, autoantibody findings suggested an immune-mediated physiopathology of the disease. We here describe two otherwise treatment-resistant patients with complex regional pain syndrome and high-titre beta2 adrenergic receptor autoantibodies, who did respond to plasmapheresis. Both patients showed strong improvement of pain and autonomic symptoms measured by impairment level sum score."
How is complex regional pain syndrome managed?,3,"Complex regional pain syndrome (CRPS) is a relatively common condition that is often not well recognised or treated adequately. Patients are usually referred to multidisciplinary pain services, but outcomes remain variable. This case report describes a recent patient with CRPS who was treated quickly and effectively through a simple explanation of the relationship between mind and body, and who then was able to modify her own thought processes and behaviours. This single intervention enabled a complete resolution of symptoms. This report illustrates the clinical application of recent insights into neuroplasticity and individually tailored patient self-management that may now offer successful treatment of an otherwise chronic and disabling condition, especially in younger patients. There are implications for doctors in current practice, as well as for the training of medical students and junior doctors."
How is complex regional pain syndrome managed?,4,"Complex regional pain syndrome (CRPS) in adolescents is rare. When resistant to conservative treatment, therapeutic options are limited. One option is neuromodulation, but the evidence for its effectiveness is scarce. We report 3 adolescent girls with refractory CRPS Type I who were successfully treated with neuromodulation. Two of them underwent dorsal root ganglion stimulation; the other, spinal cord stimulation. All 3 patients achieved > 50% pain reduction, restoration of function, and improved quality of life after failing multimodal conservative and minimally invasive injection management. Device-related complications, including lead migration and implantable pulse generator site pain, occurred in one patient but did not compromise her outcome. Neuromodulation with dorsal root ganglion stimulation or spinal cord stimulation appears to be a safe and effective option for adolescents with refractory CRPS pain, improving pain and function when conservative therapies had failed."
