query,rank,doc_text
What do systematic reviews show about prehabilitation before joint replacement?,4,"Foot-drop is one of the most diagnosed and physically limiting symptoms persons with multiple sclerosis (pwMS) experience. Clinicians prescribe ankle-foot orthosis (AFO) and functional electrical stimulation (FES) devices to help alleviate the effects of foot drop, but it is unclear how their clinical and functional gait improvements compare given the user's level of disability, type of multiple sclerosis, walking environment, or desired physical activity. The research questions explored were what is the current state of AFO and FES research for pwMS? What are the prevailing research trends? What definitive clinical and functional device comparisons exist for pwMS? eight databases were systematically searched for relevant literature published between 2009 and 2021. The American Association of Orthotists and Prosthetists and Preferred Reporting Items for Systematic Reviews and Meta-Analysis guidelines for systematic literature reviews were followed. A team of 3 researchers critically evaluated 17 articles that passed eligibility criteria. This review discusses the current state and trends of research, provides evidence statements on device effects, and recommends improvements for future studies. A meta-analysis would be informative, but study variability across the literature makes directly comparing AFO and FES device effects unreliable. This review contributes new and useful information to multiple sclerosis literature that can be used by both clinicians and researchers. Clinicians can use the provided insights to prescribe more effective, customized treatments, and other researchers can use them to evaluate and design future studies."
What do systematic reviews show about prehabilitation before joint replacement?,5,"Background and purpose - Knee and hip replacement are common and increasing procedures, and an optimized care process that could be implemented in different settings would be useful. The PROMISE trial investigates whether a new care process works equally in different German settings and how the results compare with current non-standardized care.Patients and methods - This multi-center prospective mixed-method study includes 2,000 German patients receiving arthritis-related hip or knee endoprostheses. An interdisciplinary and cross-sectoral care process was developed and implemented in 3 German hospitals with different levels of care, and corresponding rehabilitation centers were included to bridge the gap after acute care.Duration and outcome - The PROMISE trial recruited patients between May 2018 and March 2020. Follow-up will end in February 2021. Assessments are performed at: examination on clinical indication, 1 week before surgery, on the day of surgery, at the end of hospitalization, end of the rehabilitation program, and 3 months, 6 months, and 12 months after surgery. Outcomes include patient-reported outcomes, medical examination findings, and routinely collected data regarding the surgery and complications. Guideline-based interviews are conducted with selected patients and care partners. The primary endpoint is the presence of chronic pain at 12 months after surgery. Secondary endpoints are the number of recognized pre-existing conditions, physical activity at 12 months after surgery, use of medical services, quality of life, and interactions between care partners.Trial registration - The trial is registered with the German Clinical Trials Register (https://www.drks.de; DRKS00013972; March 23, 2018)."
What do expert opinion articles say about physiotherapy duration for psoriasis rehabilitation?,1,"This study aims to search, evaluate, and consolidate the best evidence for resistance exercise in maintenance hemodialysis patients, providing evidence-based support for the clinical implementation of resistance exercise in these patients. We conducted a comprehensive search of literature in databases on resistance exercise for maintenance hemodialysis patients, including guidelines, expert consensus, evidence summaries, systematic reviews, and randomized controlled trials. The search spanned from the inception of the database to March 2023. During the process of evaluation and data extraction, two researchers rigorously assessed the quality of the literature. A total of 24 articles were included in this review, consisting of 2 guidelines, 3 expert consensus documents, 9 systematic reviews, and 10 randomized controlled trials. From nine aspects, including target population, contraindications for exercise, pre-exercise assessment, exercise frequency, exercise intensity, exercise duration, exercise type, exercise benefits, and exercise precautions, we extracted a total of 23 pieces of best evidence. Given the findings of this study, we recommend that future researchers design and conduct larger-scale, multi-center, longitudinal studies to validate our results and further explore the long-term impacts of combined resistance and aerobic exercises on muscle strength and other health indicators. Such research will provide deeper insights and contribute to the development of evidence-based exercise programs."
What do expert opinion articles say about physiotherapy duration for psoriasis rehabilitation?,2,"Exercise is utilised by physiotherapists to prevent complications and improve overall function and quality of life post-burn. However, the effect of physiotherapist-led exercise has not been comprehensively reviewed. Consequently, this study aimed to investigate the effectiveness of physiotherapy exercises for persons' post-burn. PubMed, CINAHL, Cochrane Library, and Web of Science were searched from database inception to September 27, 2024, to identify relevant studies. Two independent reviewers screened and selected the articles. Studies were included if they were randomised controlled trials of physiotherapy exercises to improve functional outcomes in persons with post burn injuries. Extracted data included author's surname and year, country, population type, sample size, age, and total body surface area, mode, frequency and duration of exercise. The quality of the evidence was assessed with the Cochrane risk of bias (RoB 2.0) tool. Narrative synthesis and meta-analysis were conducted to examine exercise effect on physical, physiological and psychological outcomes. Out of 3610 records screened, eight articles involving 393 participants were deemed eligible for inclusion. Physiotherapy exercises significantly improved lean body mass and pulmonary function but did not improve quality of life. Meta-analysis showed significant effects for aerobic capacity (Hedge's g = 1.13, 95% confidence interval: 0.44-1.83, p = 0.00) and muscle strength (Hedge's g = 2.27, 95% confidence interval: 0.42-4.13, p = 0.02). Physiotherapy exercises have positive impacts on physical, physiological and psychological outcomes particularly aerobic capacity and muscle strength in individuals' post burns. The heterogeneity in effects for all outcomes highlights the need for further research."
What do expert opinion articles say about physiotherapy duration for psoriasis rehabilitation?,3,"Performance standards are critical to service design and quality improvement. There are no published standards defining the care inpatients should receive from physiotherapists in Aotearoa New Zealand. This study aims to explore the potential of using clinical practice guidelines (CPGs) to develop a set of evidence-based standards for physiotherapy in inpatient settings. A systematic review and content analysis of CPGs. Scholarly databases (Web of Science, CINAHL and Scopus, PEDro) and grey literature (guideline databases - NICE, SIGN, ECRI guideline trust, Guidelines International Network (GIN)) were searched between July and September 2021. CPGs related to conditions and treatments common to physiotherapy in a secondary care setting were included. Mental health conditions, paediatrics, COVID-19 and conditions common to tertiary care were excluded. A pragmatic approach was taken to group guidelines aligned with common physiotherapy services and select only the most recent and comprehensive guidelines for final analysis. The quality of CPGs was assessed using the Appraisal of Guidelines for Research and Evaluation Instrument (AGREE II). Data from guideline recommendations of relevance to inpatient physiotherapy were grouped into themes. Summative 'statements' were drafted to represent the content of each theme; these were given a confidence rating based on the number of supporting guidelines and the strength or grade of evidence awarded by the guideline group. The recommendations of 32 CPGs yielded 27 statements. Twenty-seven statements represent a distillation of the best evidence-based practice recommendations from CPGs in inpatient physiotherapy. Statements of physiotherapy dosage (frequency, intensity and duration) are not available for many areas of practice; researchers and CPG groups should consider the importance of these data for service commissioning. "
What do expert opinion articles say about physiotherapy duration for psoriasis rehabilitation?,4,"To explore the feasibility of delivering and evaluating a web-based walking intervention for people with long term musculoskeletal conditions (LTMCs), to determine its acceptability and the feasibility of conducting a definitive trial. Prospective randomised feasibility study, with blind outcome assessment at baseline, 3 and 6 months. Hospital based physiotherapy service. Forty one adults referred for assessment and advice for any mild/moderate LTMCs. doing <120minutes of moderate intensity activity per week. Participants randomised to: 1. Usual care: one usual physiotherapy advice and assessment session, including setting a physical activity goal and one follow up session (8 weeks). 2. ""Walk30×5"": session one, usual care plus intervention of walking programme. Participants were shown the website and podcasts and practiced how to use them. One follow up session (8 weeks). Primary: timed six minute walk test (T6MWT). Secondary: step count, self-reported pain, fatigue, mood, self-efficacy, happiness, objective blood pressure, peak expiratory flow rate, and self-report and accelerometer measured physical activity. Recruitment target achieved. No adverse events occurred. Adherence was high and the intervention acceptable. Loss to follow up n=3 (7%) at 3 months, n=8 (20%) at 6 months. T6MWT and step count proved suitable outcomes, unlike accelerometry. Estimated sample size for a definitive trial is 216. ""Walk30×5"" is ready for evaluation in a future, appropriately powered (n=216), phase III trial. If effective, the intervention will provide a cheap, highly accessible intervention to enable people with mild/moderate LTMCs to achieve UK physical activity guidelines. ISRCTN78581097."
What do expert opinion articles say about physiotherapy duration for psoriasis rehabilitation?,5,"A study conducted at ""Naftalan"" Special Hospital in Croatia evaluated the impact of naphtalanotherapy (NT) combined with individually tailored physiotherapy (ITP) on 119 patients with psoriatic arthritis and psoriasis. Patients underwent treatments for either two or three weeks. Results indicated that both treatment durations significantly improved pain, stiffness, swelling, disease activity, skin condition, and quality of life, with the three-week program proving more effective. The findings support the inclusion of NT and ITP in the management psoriatic disease and suggest that extended rehabilitation could have long-term benefits, potentially influencing health insurance policies."
What do geriatric journals report on delirium risk after orthopaedic surgery?,1,"Ageing, depression, and neurodegenerative disease are common risk factors for delirium in the elderly. These risk factors are associated with dysregulation of the hypothalamic-pituitary-adrenal axis, resulting in higher levels of cortisol under normal and stressed conditions and a slower return to baseline. We investigated whether elevated preoperative cerebrospinal fluid (CSF) cortisol levels are associated with the onset of postoperative delirium. In a prospective cohort study CSF samples were collected after cannulation for the introduction of spinal anesthesia of 75 patients aged 75 years and older admitted for surgical repair of acute hip fracture. Delirium was assessed with the confusion assessment method (CAM) and the Delirium Rating Scale-Revised-98 (DRS-R98). Because the CAM and DRS-R98 were available for time of admission and 5 postoperative days, we used generalized estimating equations and linear mixed modeling to examine the association between preoperative CSF cortisol levels and the onset of postoperative delirium. Mean age was 83.5 (SD 5.06) years, and prefracture cognitive decline was present in one-third of the patients (24 [33%]). Postoperative delirium developed in 27 (36%) patients. We found no association between preoperative CSF cortisol levels and onset or severity of postoperative delirium. These findings do not support the hypothesis that higher preoperative CSF cortisol levels are associated with the onset of postoperative delirium in elderly hip fracture patients."
What do geriatric journals report on delirium risk after orthopaedic surgery?,2,"This study aimed to evaluate the effect of intraoperative intravenous (IV) lidocaine on the incidence of postoperative delirium (POD) in elderly patients undergoing major spinal surgery. In this prospective, single-center randomized clinical trial, elderly patients scheduled for elective posterior lumbar interbody fusion (PLIF) with instrumentation spanning two or more vertebral segments were enrolled. A total of 270 patients were randomized to receive either intravenous lidocaine (Group L) or saline (Group C). Group L received lidocaine at a bolus dose of 1.5 mg/kg before induction, followed by continuous infusion at 1.5 mg/kg/h until the end of surgery, while Group C received an equivalent volume of saline. All patients underwent standardized general anesthesia. The primary outcome was the incidence of postoperative delirium (POD) within 5 days after surgery. Secondary outcomes included delirium severity, onset, duration, and subtype (hypoactive, hyperactive, or mixed), postoperative visual analog scale (VAS; 0-100 mm) pain scores, intraoperative anesthetic consumption, 24-hour sufentanil consumption and patient-controlled intravenous analgesia (PCIA) attempts, and perioperative adverse events. The lidocaine group had a lower incidence of postoperative delirium (8.9% vs 20.7%; RR, 0.43; 95% CI, 0.23-0.81;  In elderly patients undergoing PLIF, intraoperative intravenous lidocaine (1.5 mg/kg administered before induction, followed by continuous infusion at 1.5 mg/kg/h until the end of surgery) lowered the occurrence of postoperative delirium (POD) within the first 5 days after surgery."
What do geriatric journals report on delirium risk after orthopaedic surgery?,3,"Postoperative delirium (POD) is a serious complication in elderly patients after major surgery, associated with high morbidity and mortality. Treatment and prevention methods are limited. Repetitive transcranial magnetic stimulation (rTMS) shows potential in enhancing cognitive function and improving consciousness. To evaluate whether early postoperative rTMS has a protective effect against POD and to explore its potential mechanisms. Patients aged 60 years or older, scheduled for major abdominal surgery, were randomly assigned to receive rTMS at 100 % RMT, 10 Hz, with 2000 pulses targeting the DLPFC after extubation in PACU, either as active rTMS(n = 61) or sham rTMS (n = 61). The primary outcome was the incidence of POD during the first 3 postoperative days. In the modified intention-to-treat analysis of 122 patients (mean [SD] age, 70.2 [4.1] years; 53.3 % women), POD incidence was lower in the rTMS group (11.5 %) compared to the sham rTMS group (29.5 %) (relative risk, .39; 95 % CI, .18 to .86; P = .01). rTMS patients had higher BDNF (8.47 [2.68] vs. 5.76 [1.42] ng/mL; P < .001) and lower NfL (.05 [.04] vs. .06 [.04] ng/mL; P = .02) levels. Mediation analysis suggests that rTMS may reduce POD by increasing brain-derived neurotrophic factor (z = -3.72, P < .001) rather than decreasing neurofilament light (z = 1.92, P = .06). Immediate postoperative rTMS can reduce the incidence of POD in elderly patients undergoing major abdominal surgery, probably by upregulating brain-derived neurotrophic factor levels."
What do geriatric journals report on delirium risk after orthopaedic surgery?,4,"Postoperative delirium (POD) is a prevalent and severe complication in elderly patients undergoing major surgery, associated with increased morbidity and mortality. This randomized controlled trial aimed to investigate the effects of low-dose esketamine on the incidence of POD in elderly patients underwent total hip or knee arthroplasty. Two hundred and sixty elderly participants were randomly assigned to either the esketamine group (Group E) (0.20mg/kg loading, 0.125mg/kg/h infusion, 0.5 mg/kg for postoperative analgesia) or the placebo group (Group P) (received normal saline). The primary outcome was the incidence of POD, with secondary outcomes including delirium subtypes, duration, intraoperative analgesic consumption, operative and anesthesia times, hemodynamic changes, postoperative pain scores, sleep quality, and common postoperative adverse events. There was no significant difference in the incidence of POD between Group E (8.5%) and Group P (10.8%). No significant differences were observed for the time of delirium onset, duration of delirium, and delirium subtype between the two groups. Patients in the esketamine group had more stable hemodynamic profile after induction and reduced the pain score of motion on the first two days postoperatively but increased the incidence of postoperative dizziness. The repeated infusion of low-dose esketamine did not reduce the incidence of POD during the initial three postoperative days in elderly patients following total hip or knee arthroplasty."
What do geriatric journals report on delirium risk after orthopaedic surgery?,5,"Does early mobilisation as standalone or part of a bundle intervention, compared to usual care, prevent and/or shorten delirium in adult patients in Intensive Care Units? Early mobilisation is recommended for the prevention and treatment of delirium in critically ill patients, but the evidence remains inconclusive. Systematic literature search in Pubmed, CINAHL, PEDRo, Cochrane from inception to March 2022, and hand search in previous meta-analysis. Included were randomized trials or quality-improvement projects. meta-analysis was performed for Odds Ratios or mean differences including 95% Confidence Intervals for presence/duration of delirium. Risk of bias was assessed by using Joanna Briggs Quality criteria. meta-regression was performed to analyse heterogeneity. The search led to 13 studies of low-moderate risk of bias including 2,164 patients. Early mobilisation reduced the risk of delirium by 47 % (13 studies, 2,164 patients, low to moderate risk of bias: Odds Ratio 0.53 (95 % Confidence Interval 0.34 till 0.83, p = 0.01), with significant heterogeneity (I There is an uncertain effect of mobilisation on delirium. Provision of early mobilisation to critical ill patients might prevent delirium. There is a possible effect of early mobilisation to shorten the duration of delirium. Due to the heterogeneity in the findings, further research to define the best method and dosage of early rehabilitation is required."
What evidence addresses rehabilitation after naphtalanotherapy?,1,"Foot-drop is one of the most diagnosed and physically limiting symptoms persons with multiple sclerosis (pwMS) experience. Clinicians prescribe ankle-foot orthosis (AFO) and functional electrical stimulation (FES) devices to help alleviate the effects of foot drop, but it is unclear how their clinical and functional gait improvements compare given the user's level of disability, type of multiple sclerosis, walking environment, or desired physical activity. The research questions explored were what is the current state of AFO and FES research for pwMS? What are the prevailing research trends? What definitive clinical and functional device comparisons exist for pwMS? eight databases were systematically searched for relevant literature published between 2009 and 2021. The American Association of Orthotists and Prosthetists and Preferred Reporting Items for Systematic Reviews and Meta-Analysis guidelines for systematic literature reviews were followed. A team of 3 researchers critically evaluated 17 articles that passed eligibility criteria. This review discusses the current state and trends of research, provides evidence statements on device effects, and recommends improvements for future studies. A meta-analysis would be informative, but study variability across the literature makes directly comparing AFO and FES device effects unreliable. This review contributes new and useful information to multiple sclerosis literature that can be used by both clinicians and researchers. Clinicians can use the provided insights to prescribe more effective, customized treatments, and other researchers can use them to evaluate and design future studies."
What evidence addresses rehabilitation after naphtalanotherapy?,2,"A study conducted at ""Naftalan"" Special Hospital in Croatia evaluated the impact of naphtalanotherapy (NT) combined with individually tailored physiotherapy (ITP) on 119 patients with psoriatic arthritis and psoriasis. Patients underwent treatments for either two or three weeks. Results indicated that both treatment durations significantly improved pain, stiffness, swelling, disease activity, skin condition, and quality of life, with the three-week program proving more effective. The findings support the inclusion of NT and ITP in the management psoriatic disease and suggest that extended rehabilitation could have long-term benefits, potentially influencing health insurance policies."
What evidence addresses rehabilitation after naphtalanotherapy?,3,"Severe burn injuries result in relevant restrictions of physical capacity as well as psychological and social integrity and require a specialized rehabilitation. There is a common agreement, among national as well as international burn associations, that burn rehabilitation is a complex, dynamic process which needs an interdisciplinary and specialized treatment team. There is wide agreement that more research is needed in this field. The aim of the study is to examine the effectiveness and efficiency of our new ICF (International Classification of Functioning, Disability and Health)-based rehabilitation for thermal injuries. Because of ethical reasons, we have chosen a prospective non-randomized design, which takes place at two different rehabilitation centers. At center A, a newly developed ICF-based rehabilitation program was established; at rehabilitation center B, a well-established rehabilitation program has existed for 20 years and is used as reference. The primary research question addresses the ""Pre-post comparison of the physical and psychological outcome measurements,"" secondary question I looks at the ""Examination of the non-inferiority of the new treatment concept with the established concept,"" and secondary question II is the ""Analysis of the rehabilitation process based on the rehabilitation cycle."" Only patients of the two burn rehabilitation centers who are insured by workers' compensation will be asked to participate in this study to avoid outcome bias by insurance status. A physical examination (physical working capacity testing, grip strength, range of motion, and scar evaluation by Cutometer and Vancouver Scar Scale) and a standardized questionnaire battery (Burn Specific Health Scale-Brief , Short Form 36, Impact of Event Scale-Revised, the German version of the Symptom Checklist, the Freiburg Social Support Questionnaire, Patient/Client Satisfaction Questionnaire, Disabilities of the Arm, Shoulder and Hand, and Lower Extremity Functional Scale ) measure physical and psychological conditions. Data will be taken on admission, during stay, and on discharge of the rehabilitation program and at follow-up 3 and 12 months after discharge. A minimum of 162 participants will be enrolled in this clinical longitudinal, prospective, observational study. The proof of the effectiveness of the ICF-based rehabilitation program for thermal injuries will give evidence in a comprehensive way for the first time in this field. As result, a standardized rehabilitation concept will be introduced, which can be provided to other rehabilitation institutions treating thermal injuries. German Clinical Trials Register, DRKS00017702. Registered on 2 September 2019."
What evidence addresses rehabilitation after naphtalanotherapy?,4,"To observe the clinical effect of  Seventy-five patients with post-stroke dysarthria were randomly divided into a comprehensive therapy group (25 cases, 1 case dropped out), an acupuncture group (25 cases), and a six-character exercise group (25 cases, 1 case was eliminated). The patients of the three groups received basic treatment and conventional rehabilitation training. In the acupuncture group,  After treatment, all three groups showed the improvements in vocal function (loudness, MPT and MCA), speech intelligibility, and the scores of each item and the total scores of the modified FDET compared with those before treatment ( The combination of "
What evidence addresses rehabilitation after naphtalanotherapy?,5,"To systematically review the effects of robotic rehabilitation with the Erigo MEDLINE, SciELO, EMBASE, The Cochrane Library - CENTRAL and PEDro databases were consulted without the restriction of date and language. Randomized controlled trials that evaluated the robotic rehabilitation and compared it to conventional or placebo therapy, isolated or in association with other therapy, were selected. Studies in which the treatment time was less than 10 sessions were excluded. The risk of bias was assessed with the use of the RoB 2.0 tool. Nine studies were included, totaling 347 patients. The robotic rehabilitation performed by the Erigo Erigo"
What do narrative reviews describe about postoperative cognitive dysfunction?,1,"Postoperative delirium (POD) is a serious complication in elderly patients after major surgery, associated with high morbidity and mortality. Treatment and prevention methods are limited. Repetitive transcranial magnetic stimulation (rTMS) shows potential in enhancing cognitive function and improving consciousness. To evaluate whether early postoperative rTMS has a protective effect against POD and to explore its potential mechanisms. Patients aged 60 years or older, scheduled for major abdominal surgery, were randomly assigned to receive rTMS at 100 % RMT, 10 Hz, with 2000 pulses targeting the DLPFC after extubation in PACU, either as active rTMS(n = 61) or sham rTMS (n = 61). The primary outcome was the incidence of POD during the first 3 postoperative days. In the modified intention-to-treat analysis of 122 patients (mean [SD] age, 70.2 [4.1] years; 53.3 % women), POD incidence was lower in the rTMS group (11.5 %) compared to the sham rTMS group (29.5 %) (relative risk, .39; 95 % CI, .18 to .86; P = .01). rTMS patients had higher BDNF (8.47 [2.68] vs. 5.76 [1.42] ng/mL; P < .001) and lower NfL (.05 [.04] vs. .06 [.04] ng/mL; P = .02) levels. Mediation analysis suggests that rTMS may reduce POD by increasing brain-derived neurotrophic factor (z = -3.72, P < .001) rather than decreasing neurofilament light (z = 1.92, P = .06). Immediate postoperative rTMS can reduce the incidence of POD in elderly patients undergoing major abdominal surgery, probably by upregulating brain-derived neurotrophic factor levels."
What do narrative reviews describe about postoperative cognitive dysfunction?,2,"Postoperative cognitive dysfunction (POCD) occurs in up to 26% of patients older than 60 years 1 week after non-cardiac surgery. Intraoperative beach chair positioning (BCP) is advantageous for some types of shoulder surgery. However, this kind of positioning leads to a downward bound redistribution of blood volume, with possible hypoperfusion of the brain. We hypothesized that patients > 60 years undergoing orthopaedic shoulder surgery in a BCP might experience more POCD than patients operated in the supine position (SP). A single-centre, prospective observational trial of 114 orthopaedic patients was performed. Study groups were established according to the type of intraoperative positioning. Anaesthesiological management was carried out similarly in both groups, including types of anaesthetics and blood pressure levels. POCD was evaluated using the Trail Making Test, the Letter-Number Span and the Regensburger Word Fluency Test. The frequency of POCD 1 week after surgery was considered primary outcome. Baseline characteristics, including duration of surgery, were comparable in both groups. POCD after 1 week occurred in 10.5% of SP patients and in 21.1% of BCP patients (p = 0.123; hazard ratio 2.0 (CI 95% 0.794-5.038)). After 4 weeks, the incidence of POCD decreased (SP: 8.8% vs. BCP: 5.3%; p = 0.463). 12/18 patients with POCD showed changes in their Word Fluency Tests. Near-infrared spectroscopy (NIRS) values were not lower in patients with POCD compared to those without POCD (54% (50/61) vs. 57% (51/61); p = 0.671). POCD at 1 week after surgery tended to occur more often in patients operated in beach chair position compared to patients in supine position without being statistically significant."
What do narrative reviews describe about postoperative cognitive dysfunction?,3,"Foot-drop is one of the most diagnosed and physically limiting symptoms persons with multiple sclerosis (pwMS) experience. Clinicians prescribe ankle-foot orthosis (AFO) and functional electrical stimulation (FES) devices to help alleviate the effects of foot drop, but it is unclear how their clinical and functional gait improvements compare given the user's level of disability, type of multiple sclerosis, walking environment, or desired physical activity. The research questions explored were what is the current state of AFO and FES research for pwMS? What are the prevailing research trends? What definitive clinical and functional device comparisons exist for pwMS? eight databases were systematically searched for relevant literature published between 2009 and 2021. The American Association of Orthotists and Prosthetists and Preferred Reporting Items for Systematic Reviews and Meta-Analysis guidelines for systematic literature reviews were followed. A team of 3 researchers critically evaluated 17 articles that passed eligibility criteria. This review discusses the current state and trends of research, provides evidence statements on device effects, and recommends improvements for future studies. A meta-analysis would be informative, but study variability across the literature makes directly comparing AFO and FES device effects unreliable. This review contributes new and useful information to multiple sclerosis literature that can be used by both clinicians and researchers. Clinicians can use the provided insights to prescribe more effective, customized treatments, and other researchers can use them to evaluate and design future studies."
What do narrative reviews describe about postoperative cognitive dysfunction?,4,"Psychologic factors are associated with pain and disability in patients with chronic shoulder pain. Recent research regarding the association of affective psychologic factors (emotions) with patients' pain and disability outcome after surgery disagrees; and the relationship between cognitive psychologic factors (thoughts and beliefs) and outcome after surgery is unknown. (1) Are there identifiable clusters (based on psychologic functioning measures) in patients undergoing shoulder surgery? (2) Is poorer psychologic functioning associated with worse outcome (American Shoulder and Elbow Surgeons [ASES] score) after shoulder surgery? This prospective cohort study investigated patients undergoing shoulder surgery for rotator cuff-related shoulder pain or rotator cuff tear by one of six surgeons between January 2014 and July 2015. Inclusion criteria were patients undergoing surgery for rotator cuff repair with or without subacromial decompression and arthroscopic subacromial decompression only. Of 153 patients who were recruited and consented to participate in the study, 16 withdrew before data collection, leaving 137 who underwent surgery and were included in analyses. Of these, 124 (46 of 124 [37%] female; median age, 54 years [range, 21-79 years]) had a complete set of four psychologic measures before surgery: Depression, Anxiety and Stress Scale; Pain Catastrophizing Scale; Pain Self-Efficacy Questionnaire; and Tampa Scale for Kinesiophobia. The existence of clusters of people with different profiles of affective and cognitive factors was investigated using latent class analysis, which grouped people according to their pattern of scores on the four psychologic measures. Resultant clusters were profiled on potential confounding variables. The ASES score was measured before surgery and 3 and 12 months after surgery. Linear mixed models assessed the association between psychologic cluster membership before surgery and trajectories of ASES score over time adjusting for potential confounding variables. Two clusters were identified: one cluster (84 of 124 [68%]) had lower scores indicating better psychologic functioning and a second cluster (40 of 124 [32%]) had higher scores indicating poorer psychologic functioning. Accounting for all variables, the cluster with poorer psychologic functioning was found to be independently associated with worse ASES score at all time points (regression coefficient for ASES: before surgery -9 [95% confidence interval {CI}, -16 to -2], p = 0.011); 3 months after surgery -15 [95% CI, -23 to -8], p < 0.001); and 12 months after surgery -9 [95% CI, -17 to -1], p = 0.023). However, both clusters showed improvement in ASES score from before to 12 months after surgery, and there was no difference in the amount of improvement between clusters (regression coefficient for ASES: cluster with poorer psychologic function 31 [95% CI, 26-36], p < 0.001); cluster with better psychologic function 31 [95% CI, 23-39], p < 0.001). Patients who scored poorly on a range of psychologic measures before shoulder surgery displayed worse ASES scores at 3 and 12 months after surgery. Screening of psychologic factors before surgery is recommended to identify patients with poor psychologic function. Such patients may warrant additional behavioral or psychologic management before proceeding to surgery. However, further research is needed to determine the optimal management for patients with poorer psychologic function to improve pain and disability levels before and after surgery. Level II, therapeutic study."
What do narrative reviews describe about postoperative cognitive dysfunction?,5,"Good clinical outcomes in orthopaedics are largely dictated by the biomedical model, despite mounting evidence of the role of psychosocial factors. Understanding orthopaedic providers' conceptualizations of good clinical outcomes and what facilitates and hinders them may highlight critical barriers and opportunities for training providers on biopsychosocial models of care and integrating them into practice. (1) How do orthopaedic trauma healthcare providers define good clinical outcomes for their patients after an acute orthopaedic injury? (2) What do providers perceive as barriers to good outcomes? (3) What do providers perceive as facilitators of good outcomes? For each question, we explored providers' responses in a biopsychosocial framework. In this cross-sectional, qualitative study, we recruited 94 orthopaedic providers via an electronic screening survey from three Level I trauma centers in geographically diverse regions of the United States (rural southeastern, urban southwestern, and urban northeastern). This study was part of the first phase of a multisite trial testing the implementation of a behavioral intervention to prevent chronic pain after acute orthopaedic injury. Of the 94 participants who were recruited, 88 completed the screening questionnaire. Of the 88 who completed it, nine could not participate because of scheduling conflicts. Thus, the final sample included 79 participants: 48 surgeons (20 attendings, 28 residents; 6% [three of 48] were women, 94% [45 of 48] were between 25 and 55 years old, 73% [35 of 48] were White, and 2% [one of 48] were Hispanic) and 31 other orthopaedic professionals (10 nurse practitioners, registered nurses, and physician assistants; 13 medical assistants; five physical therapists and social workers; and three research fellows; 68% [21 of 31] were women, 97% [30 of 31] were between 25 and 55 years old, 71% [22 of 31] were White, and 39% [12 of 31] were Hispanic). Using a semistructured interview, our team of psychology researchers conducted focus groups, organized by provider type at each site, followed by individual exit interviews (5- to 10-minute debriefing conversations and opportunities to voice additional opinions one-on-one with a focus group facilitator). In each focus group, providers were asked to share their perceptions of what constitutes a ""good outcome for your patients,"" what factors facilitate these outcomes, and what factors are barriers to achieving those outcomes. Focus groups were approximately 60 minutes long. A research assistant recorded field notes during the focus groups to summarize insights gained and disseminate findings to the broader research team. Using this procedure, we determined that thematic saturation was reached for all topics and no additional focus groups were necessary. Three independent coders identified the codes of good outcomes, outcome barriers, and outcome facilitators and applied this coding framework to all transcripts. Three separate data interpreters collaboratively extracted themes related to biomedical, psychological, and social factors and corresponding inductive subthemes. Although orthopaedic providers' definitions of good outcomes naturally included biomedical factors (bone healing, functional independence, and pain alleviation), they were also marked by nuanced psychosocial factors, including the need for patients to recover from psychological trauma associated with injury and feel heard and understood-not just as outcome facilitators, but also as key outcomes themselves. Regarding perceived barriers to good outcomes, providers interwove psychological and biomedical factors (for example, ""if they're a smoker, if they have depression, anxiety…"") and discussed how psychological dysfunction (for example, maladaptive avoidance or fear of reinjury) can limit key behaviors during recovery (such as adherence to physical therapy regimens). Unprimed, providers also cited resiliency-related terms from psychological research, including (low) ""self-efficacy,"" ""catastrophic thinking,"" and (lack of) psychological ""hardiness"" as barriers. Regarding perceived facilitators of good outcomes, various social and socioeconomic factors emerged, including a biosocial connection between recovery, social support, and ""privilege"" (such as occupation or education). These perspectives emerged across sites and provider types. Although the biomedical model prevails in clinical practice, providers across all sites, in various roles, defined good outcomes and their barriers and facilitators in terms of interconnected biopsychosocial factors without direct priming to do so. Thus, similar Level I trauma centers may be more ready to adopt biopsychosocial care approaches than initially expected. Providers' perspectives in this study aligned with a growing body of research on the role of biomedical and psychosocial factors in surgical outcomes and risk of transition to chronic pain. To translate these affirming attitudes into practice, other Level I trauma centers could encourage leaders who adopt biopsychosocial approaches to share their perspectives and train other providers in biopsychosocial conceptualization and treatment."
